Brand,Model,Category,Display,CPU,RAM,Storage,GPU,OS,Weight,Price,Link
Lenovo,Lenovo IdeaPad Duet 5,Ordinateur portable,"12.40"" 2560 x 1600 pixels",Intel Core i7-1355U,16 Go,512 Go,Intel Iris Graphics,Windows,1.18 kg,CHF 1028.84,https://www.digitec.ch/fr/s1/product/lenovo-ideapad-duet-5-1240-intel-core-i7-1355u-16-go-512-go-de-ordinateur-portable-25124954?shid=1829459
Lenovo,Lenovo IdeaPad Gaming 3,Ordinateur portable,"16"" 1920 x 1200 pixels",AMD Ryzen 7 6800H,16 Go,1000 Go,nVidia GeForce,Windows,2.50 kg,CHF 1023.20,https://www.digitec.ch/fr/s1/product/lenovo-ideapad-gaming-3-rtx-3050-ti-16-amd-ryzen-7-6800h-16-go-1000-go-ch-ordinateur-portable-21738820?shid=1829342
MSI,MSI Katana 17 RTX4050,Ordinateur portable,"17.30"" 1920 x 1080 pixels",Intel Core i7-13620H,16 Go,1000 Go,Intel UHD Graphics,Sans système d'exploitation,2.60 kg,CHF 979.–,https://www.digitec.ch/fr/s1/product/msi-katana-17-rtx4050-1730-intel-core-i7-13620h-16-go-1000-go-pave-numerique-ordinateur-portable-47362563
Lenovo,Lenovo IdeaPad Gaming 3,Ordinateur portable,"15.60"" 1920 x 1080 pixels",AMD Ryzen 7 5800H,8 Go,512 Go,nVidia GeForce,Sans système d'exploitation,2.25 kg,CHF 963.91,https://www.digitec.ch/fr/s1/product/lenovo-ideapad-gaming-3-1560-amd-ryzen-7-5800h-8-go-512-go-ing-int-ordinateur-portable-20583863?shid=1813638
Acer,Acer TravelMate P414RN-54 Spin,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core Ultra 7 155U,16 Go,512 Go,Intel Arc Graphics,Windows,1.50 kg,CHF 1153.–,https://www.digitec.ch/fr/s1/product/acer-travelmate-p414rn-54-spin-14-intel-core-ultra-7-155u-16-go-512-go-ch-ordinateur-portable-46056909
Acer,Acer TravelMate P414RN-54 Spin,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core Ultra 7 155U,32 Go,1000 Go,Intel Arc Graphics,Windows,1.49 kg,CHF 1279.–,https://www.digitec.ch/fr/s1/product/acer-travelmate-p414rn-54-spin-14-intel-core-ultra-7-155u-32-go-1000-go-ch-ordinateur-portable-46056908
Acer,Acer Predator Triton 300,Ordinateur portable,"15.60"" 2560 x 1440 pixels",Intel Core i7-11800H,16 Go,512 Go,nVidia GeForce,Windows,2 kg,CHF 1470.10,https://www.digitec.ch/fr/s1/product/acer-predator-triton-300-1560-intel-core-i7-11800h-16-go-512-go-de-ordinateur-portable-21018454?shid=1034921
Lenovo,Lenovo Thinkbook 15 Gen 2,Ordinateur portable,"15.60"" 1920 x 1080 pixels",Intel Core i7-1165G7,16 Go,512 Go,Iris Xe Graphics,Windows,1.70 kg,CHF 959.55,https://www.digitec.ch/fr/s1/product/lenovo-thinkbook-15-gen-2-1560-intel-core-i7-1165g7-16-go-512-go-ch-ordinateur-portable-17692917?shid=1789789
Lenovo,Lenovo Yoga 9,Ordinateur portable,"14"" 2880 x 1800 pixels",Intel Core i7-1360P,16 Go,512 Go,Iris Xe Graphics,Windows,1.40 kg,CHF 959.20,https://www.digitec.ch/fr/s1/product/lenovo-yoga-9-14-intel-core-i7-1360p-16-go-512-go-ch-ordinateur-portable-24014078?shid=1885342
Acer,Acer Predator Helios 18,Ordinateur portable,"18"" 2560 x 1600 pixels",Intel Core i9-13900HX,32 Go,2000 Go,Intel UHD Graphics,Windows,3.25 kg,CHF 2661.93,https://www.digitec.ch/fr/s1/product/acer-predator-helios-18-18-intel-core-i9-13900hx-32-go-2000-go-ch-ordinateur-portable-24572195?shid=1892542
Dell,Dell Latitude 3520,Ordinateur portable,"15.60"" 1920 x 1080 pixels",Intel Core i5-1135G7,16 Go,512 Go,Intel UHD Graphics,Windows,1.79 kg,CHF 621.95,https://www.digitec.ch/fr/s1/product/dell-latitude-3520-1560-intel-core-i5-1135g7-16-go-512-go-ch-ordinateur-portable-21434406?shid=1919204
Lenovo,Lenovo IdeaPad Gaming 3,Ordinateur portable,"15.60"" 1920 x 1080 pixels",AMD Ryzen 7 5800H,16 Go,1000 Go,nVidia GeForce,Windows,2.25 kg,CHF 912.17,https://www.digitec.ch/fr/s1/product/lenovo-ideapad-gaming-3-1560-amd-ryzen-7-5800h-16-go-1000-go-ch-ordinateur-portable-18598778?shid=1932226
Lenovo,Lenovo Yoga 7,Ordinateur portable,"16"" 1920 x 1200 pixels",AMD Ryzen 7 7735U,16 Go,1000 Go,AMD Radeon,Windows,2.04 kg,CHF 901.60,https://www.digitec.ch/fr/s1/product/lenovo-yoga-7-16-amd-ryzen-7-7735u-16-go-1000-go-de-ordinateur-portable-25125148?shid=1694911
Lenovo,Lenovo V340,Ordinateur portable,"17.30"" 1920 x 1080 pixels",Intel Core i7-8565U,16 Go,256 Go,nVidia GeForce,Windows,2.80 kg,CHF 890.50,https://www.digitec.ch/fr/s1/product/lenovo-v340-1730-intel-core-i7-8565u-16-go-256-go-ch-ordinateur-portable-11308302?shid=1892557
Microsoft,Microsoft Surface Pro 10 for business,Ordinateur portable,"13"" 2880 x 1920 pixels",Intel Core Ultra 5 135U,8 Go,256 Go,Intel UHD Graphics,Windows,0.88 kg,CHF 1222.95,https://www.digitec.ch/fr/s1/product/microsoft-surface-pro-10-for-business-1299-intel-core-ultra-5-135u-8-go-256-go-sans-disposition-de-c-44130923
Microsoft,Microsoft Surface Pro 10 for business,Ordinateur portable,"13"" 2880 x 1920 pixels",Intel Core Ultra 5 135U,16 Go,512 Go,Intel UHD Graphics,Windows,0.88 kg,CHF 1384.91,https://www.digitec.ch/fr/s1/product/microsoft-surface-pro-10-for-business-13-intel-core-ultra-5-135u-16-go-512-go-sans-disposition-de-cl-44130967
Acer,Acer Nitro 5,Ordinateur portable,"15.60"" 1920 x 1080 pixels",AMD Ryzen 5 5600H,16 Go,1000 Go,nVidia GeForce,Windows,2.30 kg,CHF 982.94,https://www.digitec.ch/fr/s1/product/acer-nitro-5-1560-amd-ryzen-5-5600h-16-go-1000-go-ch-ordinateur-portable-15644153?shid=1714319
Acer,Acer Swift Go 16 OLED,Ordinateur portable,"16"" 3200 x 2000 pixels",Intel Core Ultra 7 155H,32 Go,1000 Go,Intel Arc Graphics,Windows,1.60 kg,CHF 980.–,https://www.digitec.ch/fr/s1/product/acer-swift-go-16-oled-16-intel-core-ultra-7-155h-32-go-1000-go-ch-ordinateur-portable-46486225
Lenovo,Lenovo ThinkBook 16 Gen 6,Ordinateur portable,"16"" 1920 x 1200 pixels",AMD Ryzen 5 7530U,16 Go,512 Go,AMD Radeon,Windows,1.70 kg,CHF 872.–,https://www.digitec.ch/fr/s1/product/lenovo-thinkbook-16-gen-6-16-amd-ryzen-5-7530u-16-go-512-go-de-ordinateur-portable-37777253
Lenovo,Lenovo Legion Pro 7 RTX 5080,Ordinateur portable,"16"" 2560 x 1600 pixels",Intel Core Ultra 9 275HX,32 Go,1000 Go,nVidia GeForce,Windows,2.57 kg,CHF 3299.–,https://www.digitec.ch/fr/s1/product/lenovo-legion-pro-7-rtx-5080-16-intel-core-ultra-9-275hx-32-go-1000-go-ch-ordinateur-portable-57308379
Lenovo,Lenovo ThinkPad E14 Gen 2,Ordinateur portable,"14"" 1920 x 1080 pixels",Intel Core i5-1135G7,8 Go,256 Go,Iris Xe Graphics,Windows,1.64 kg,CHF 863.37,https://www.digitec.ch/fr/s1/product/lenovo-thinkpad-e14-gen-2-14-intel-core-i5-1135g7-8-go-256-go-ch-ordinateur-portable-17686090?shid=1678216
Lenovo,Lenovo Yoga 7,Ordinateur portable,"14"" 2240 x 1400 pixels",Intel Core i7-1260P,16 Go,512 Go,Iris Xe Graphics,Windows,1.45 kg,CHF 842.42,https://www.digitec.ch/fr/s1/product/lenovo-yoga-7-14-intel-core-i7-1260p-16-go-512-go-ch-ordinateur-portable-20968660?shid=1694617
Lenovo,Lenovo IdeaPad Flex 5,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core i7-1255U,16 Go,512 Go,Iris Xe Graphics,Windows,1.50 kg,CHF 819.83,https://www.digitec.ch/fr/s1/product/lenovo-ideapad-flex-5-14-intel-core-i7-1255u-16-go-512-go-ch-ordinateur-portable-21227969?shid=1864894
Lenovo,Lenovo Yoga Slim 7,Ordinateur portable,"14.50"" 2944 x 1840 pixels",Snapdragon X Plus X1P-64-100,16 Go,1000 Go,,Windows,1.28 kg,CHF 799.–,https://www.digitec.ch/fr/s1/product/lenovo-yoga-slim-7-1450-snapdragon-x-plus-x1p-64-100-16-go-1000-go-ch-ordinateur-portable-52239403
Lenovo,Lenovo IdeaPad 3,Ordinateur portable,"15.60"" 1920 x 1080 pixels",Intel Core i7-1255U,16 Go,1000 Go,Iris Xe Graphics,Windows,1.63 kg,CHF 791.19,https://www.digitec.ch/fr/s1/product/lenovo-ideapad-3-1560-intel-core-i7-1255u-16-go-1000-go-ch-ordinateur-portable-21227964?shid=1905330
Lenovo,Lenovo ThinkBook 13s,Ordinateur portable,"13.30"" 1920 x 1200 pixels",AMD Ryzen 5 6600U,8 Go,256 Go,AMD Radeon,Windows,1.23 kg,CHF 777.78,https://www.digitec.ch/fr/s1/product/lenovo-thinkbook-13s-clavier-anglais-1330-amd-ryzen-5-6600u-8-go-256-go-sans-disposition-de-clavier--25301695?shid=1538810
HP,HP Omen – 17-cb1698nz,Ordinateur portable,"17.30"" 1920 x 1080 pixels",I7-10750H,16 Go,1000 Go,nVidia GeForce,Windows,3.23 kg,CHF 1468.60,https://www.digitec.ch/fr/s1/product/hp-omen-17-cb1698nz-1730-i7-10750h-16-go-1000-go-ch-ordinateur-portable-13458190?shid=1819543
HP,HP Spectre x360 14-ea1375ng,Ordinateur portable,"13.50"" 1920 x 1280 pixels",Intel Core i7-1195G7,16 Go,512 Go,Intel UHD Graphics,Windows,1.34 kg,CHF 1089.72,https://www.digitec.ch/fr/s1/product/hp-spectre-x360-14-ea1375ng-1350-intel-core-i7-1195g7-16-go-512-go-de-ordinateur-portable-31226691?shid=1819515

HP,HP ZBook Firefly 14 G11,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core Ultra 7 155H,32 Go,1000 Go,Intel Arc Graphics,Windows,1.41 kg,CHF 1613.–,https://www.digitec.ch/fr/s1/product/hp-zbook-firefly-14-g11-14-intel-core-ultra-7-155h-32-go-1000-go-de-ordinateur-portable-44726247
HP,"HP EliteBook 860 G11 16"" WUXGA IPS Core Ultra 7 155U 32GB/1TB Win11 Pro 928L1ES",Ordinateur portable,"16"" 1920 x 1200 pixels",Intel Core Ultra 7 155U,32 Go,1000 Go,Intel Arc Graphics,Windows,1.72 kg,CHF 1799.–,https://www.digitec.ch/fr/s1/product/hp-elitebook-860-g11-16-wuxga-ips-core-ultra-7-155u-32gb1tb-win11-pro-928l1es-16-intel-core-ultra-7--52324093
HP,HP EliteBook 1040 G10,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core i7-1355U,32 Go,1000 Go,Iris Xe Graphics,Windows,1.20 kg,,https://www.digitec.ch/fr/s1/product/hp-elitebook-1040-g10-14-intel-core-i7-1355u-32-go-1000-go-ch-ordinateur-portable-25427898?shid=1939491
HP,HP Omen 16-c0802nz RTX 3070,Ordinateur portable,"16.10"" 2560 x 1440 pixels",AMD Ryzen 7 5800H,16 Go,1000 Go,nVidia GeForce,Windows,2.36 kg,,https://www.digitec.ch/fr/s1/product/hp-omen-16-c0802nz-rtx-3070-1610-amd-ryzen-7-5800h-16-go-1000-go-ch-ordinateur-portable-15854429?shid=1882702
HP,HP EliteBook 830 G9,Ordinateur portable,"13.30"" 1920 x 1200 pixels",Intel Core i7-1255U,16 Go,1000 Go,Intel Iris Graphics,Windows,1.27 kg,,https://www.digitec.ch/fr/s1/product/hp-elitebook-830-g9-1330-intel-core-i7-1255u-16-go-1000-go-ch-ordinateur-portable-21166686?shid=1749090
HP,HP Spectre x360,Ordinateur portable,"13.50"" 1920 x 1080 pixels",Intel Core i7-1165G7,16 Go,512 Go,Intel UHD Graphics,Windows,1.34 kg,,https://www.digitec.ch/fr/s1/product/hp-spectre-x360-1350-intel-core-i7-1165g7-16-go-512-go-ch-ordinateur-portable-15600991?shid=1238672
HP,HP ZBook Fury G9 Cadwork,Ordinateur portable,"16"" 1920 x 1200 pixels",Intel Core i9-12900HX,64 Go,2000 Go,nVidia GeForce,Windows,2.39 kg,,https://www.digitec.ch/fr/s1/product/hp-zbook-fury-g9-cadwork-16-intel-core-i9-12900hx-64-go-2000-go-ch-ordinateur-portable-22641607?shid=1819411
HP,HP ZBook Studio G8,Ordinateur portable,"15.60"" 3840 x 2160 pixels",Intel Core i9-11950H,32 Go,1000 Go,nVidia GeForce,Windows,1.79 kg,,https://www.digitec.ch/fr/s1/product/hp-zbook-studio-g8-1560-intel-core-i9-11950h-32-go-1000-go-ch-ordinateur-portable-18598581?shid=1096893
HP,HP ZB Studio G8,Ordinateur portable,"15.60"" 3840 x 2160 pixels",Intel Core i9-11950H,32 Go,1000 Go,nVidia GeForce,Windows,1.79 kg,,https://www.digitec.ch/fr/s1/product/hp-zb-studio-g8-1560-intel-core-i9-11950h-32-go-1000-go-ch-ordinateur-portable-16730158?shid=1298925
HP,HP OmniBook Ultra Flip x360 14-fh0522nz,Ordinateur portable,"14"" 2880 x 1800 pixels",Intel Core Ultra 5 226V,16 Go,1000 Go,Intel Arc Graphics,Windows,1.34 kg,CHF 1299.–,https://www.digitec.ch/fr/s1/product/hp-omnibook-ultra-flip-x360-14-fh0522nz-14-intel-core-ultra-5-226v-16-go-1000-go-ch-ordinateur-porta-53380230
HP,HP EliteBook 850 G7,Ordinateur portable,"15.60"" 3840 x 2160 pixels",Intel Core i7-10710U,32 Go,1000 Go,nVidia GeForce,Windows,1.67 kg,,https://www.digitec.ch/fr/s1/product/hp-elitebook-850-g7-1560-intel-core-i7-10710u-32-go-1000-go-ch-ordinateur-portable-13494346?shid=1905377
HP,"HP Pavilion Plus 14-ew1173ng 14"" 2.8k OLED 120Hz, Intel Core Ultra 7 155H, 32GB RAM, 512GB SSD, Wind",Ordinateur portable,"14"" 2880 x 1800 pixels",Intel Core Ultra 7 155H,32 Go,512 Go,Intel Arc Graphics,Windows,1.44 kg,CHF 1067.–,https://www.digitec.ch/fr/s1/product/hp-pavilion-plus-14-ew1173ng-14-28k-oled-120hz-intel-core-ultra-7-155h-32gb-ram-512gb-ssd-wind-14-in-45079659
Lenovo,Lenovo IdeaPad 3,Ordinateur portable,"17.30"" 1920 x 1080 pixels",Intel Core i5-1135G7,8 Go,512 Go,Intel Iris Graphics,Sans système d'exploitation,2.10 kg,,https://www.digitec.ch/fr/s1/product/lenovo-ideapad-3-1730-intel-core-i5-1135g7-8-go-512-go-ing-int-ordinateur-portable-25252501?shid=1832185
HP,HP Omen 16-c0600nz RX 6600M,Ordinateur portable,"16.10"" 1920 x 1080 pixels",AMD Ryzen 5 5600H,16 Go,512 Go,AMD Radeon,Windows,2.36 kg,,https://www.digitec.ch/fr/s1/product/hp-omen-16-c0600nz-rx-6600m-1610-amd-ryzen-5-5600h-16-go-512-go-ch-ordinateur-portable-15767099?shid=1865020
Lenovo,Lenovo IdeaPad 3 17ABA7 82RQ006LMH - Ordinateur portable - 17.3 pouces,Ordinateur portable,"17.30"" 1920 x 1080 pixels",AMD Ryzen 5 5625U,16 Go,512 Go,AMD Radeon,Windows,2.04 kg,,https://www.digitec.ch/fr/s1/product/lenovo-ideapad-3-17aba7-82rq006lmh-ordinateur-portable-173-pouces-1730-amd-ryzen-5-5625u-16-go-512-g-37371309?shid=1841770
Apple,Apple MacBook Pro 14 – 2024,Ordinateur portable,"14.20"" 3024 x 1964 pixels",M4 Pro,24 Go,1000 Go,Apple,MacOS,1.62 kg,CHF 2222.–,https://www.digitec.ch/fr/s1/product/apple-macbook-pro-14-2024-1420-m4-pro-24-go-1000-go-de-ordinateur-portable-52511281
Apple,Apple MacBook Air - 2024,Ordinateur portable,"15"" 2880 x 1864 pixels",M3,16 Go,256 Go,Apple,MacOS,1.51 kg,CHF 1087.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2024-15-m3-16-go-256-go-ch-ordinateur-portable-52520068
Apple,Apple MacBook Air - 2025,Ordinateur portable,"13.60"" 2560 x 1664 pixels",M4,24 Go,512 Go,Apple,MacOS,1.24 kg,CHF 1343.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2025-1360-m4-24-go-512-go-ch-ordinateur-portable-55649984
Apple,Apple MacBook Air – 2024,Ordinateur portable,"13.60"" 2560 x 1664 pixels",M3,16 Go,1000 Go,Apple,MacOS,1.24 kg,CHF 1259.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2024-1360-m3-16-go-1000-go-ch-ordinateur-portable-43718324
Apple,Apple MacBook Air - 2025,Ordinateur portable,"15.30"" 2880 x 1864 pixels",M4,24 Go,1000 Go,Apple,MacOS,1.51 kg,CHF 1849.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2025-1530-m4-24-go-1000-go-ch-ordinateur-portable-55774425
Apple,Apple MacBook Air - 2025,Ordinateur portable,"15.30"" 2880 x 1864 pixels",M4,24 Go,2000 Go,Apple,MacOS,1.51 kg,CHF 2229.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2025-1530-m4-24-go-2000-go-ch-ordinateur-portable-55774998
Apple,Apple MacBook Air - 2025,Ordinateur portable,"15.30"" 2880 x 1864 pixels",M4,16 Go,1000 Go,Apple,MacOS,1.51 kg,CHF 1649.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2025-1530-m4-16-go-1000-go-ch-ordinateur-portable-55768290
Apple,Apple MacBook Air – 2024,Ordinateur portable,"13.60"" 2560 x 1664 pixels",M3,16 Go,1000 Go,Apple,MacOS,1.24 kg,CHF 1249.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2024-1360-m3-16-go-1000-go-ch-ordinateur-portable-43714387
Apple,Apple MacBook Air – 2025,Ordinateur portable,"15.30"" 2880 x 1864 pixels",M4,16 Go,256 Go,Apple,MacOS,1.51 kg,CHF 1129.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2025-1530-m4-16-go-256-go-de-ordinateur-portable-55650375
Apple,Apple MacBook Pro 16 - 2024,Ordinateur portable,"16.20"" 3456 x 2234 pixels",M4 Pro,48 Go,2000 Go,Apple,MacOS,2.14 kg,CHF 3499.–,https://www.digitec.ch/fr/s1/product/apple-macbook-pro-16-2024-1620-m4-pro-48-go-2000-go-ch-ordinateur-portable-52858681
Apple,Apple MacBook Air – 2024,Ordinateur portable,"15"" 2880 x 1864 pixels",M3,16 Go,512 Go,Apple,MacOS,1.51 kg,CHF 1079.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2024-15-m3-16-go-512-go-de-ordinateur-portable-43367475
Apple,Apple MacBook Air - 2025,Ordinateur portable,"15.30"" 2880 x 1864 pixels",M4,24 Go,2000 Go,Apple,MacOS,1.51 kg,CHF 2250.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2025-1530-m4-24-go-2000-go-ch-ordinateur-portable-55776047
Apple,Apple MacBook Pro 16 - 2024,Ordinateur portable,"16.20"" 3456 x 2234 pixels",M4 Pro,24 Go,1000 Go,Apple,MacOS,2.14 kg,CHF 2673.–,https://www.digitec.ch/fr/s1/product/apple-macbook-pro-16-2024-1620-m4-pro-24-go-1000-go-ch-ordinateur-portable-52858714
Apple,Apple MacBook Pro 14 - 2024,Ordinateur portable,"14.20"" 3024 x 1964 pixels",M4 Max,128 Go,1000 Go,Apple,MacOS,1.62 kg,CHF 4395.–,https://www.digitec.ch/fr/s1/product/apple-macbook-pro-14-2024-1420-m4-max-128-go-1000-go-ch-ordinateur-portable-52938906
Apple,Apple MacBook Air - 2025,Ordinateur portable,"13.60"" 2560 x 1664 pixels",M4,16 Go,256 Go,Apple,MacOS,1.24 kg,CHF 1149.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2025-1360-m4-16-go-256-go-ch-ordinateur-portable-55779005
Apple,Apple MacBook Pro 16 - 2024,Ordinateur portable,"16.20"" 3456 x 2234 pixels",M4 Max,48 Go,1000 Go,Apple,MacOS,2.15 kg,CHF 3546.–,https://www.digitec.ch/fr/s1/product/apple-macbook-pro-16-2024-1620-m4-max-48-go-1000-go-ch-ordinateur-portable-52511270
Apple,Apple MacBook Air – 2025,Ordinateur portable,"13.60"" 2560 x 1664 pixels",M4,16 Go,256 Go,Apple,MacOS,1.24 kg,CHF 1149.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2025-1360-m4-16-go-256-go-ch-ordinateur-portable-55778178
Apple,Apple MacBook Air – 2025,Ordinateur portable,"15.30"" 2880 x 1864 pixels",M4,16 Go,256 Go,Apple,MacOS,1.51 kg,CHF 1137.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2025-1530-m4-16-go-256-go-de-ordinateur-portable-55650371
Apple,Apple MacBook Pro - 2023,Ordinateur portable,"14"" 3024 x 1964 pixels",M2 Pro,32 Go,1000 Go,Apple,MacOS,1.60 kg,,https://www.digitec.ch/fr/s1/product/apple-macbook-pro-2023-disposition-du-clavier-francais-14-m2-pro-32-go-1000-go-sans-disposition-de-c-32509327?shid=1926434
Apple,Apple MacBook Air – 2025,Ordinateur portable,"13.60"" 2560 x 1664 pixels",M4,24 Go,2000 Go,Apple,MacOS,1.24 kg,CHF 2049.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2025-1360-m4-24-go-2000-go-ch-ordinateur-portable-55770113
Apple,Apple MacBook Air - 2025,Ordinateur portable,"13.60"" 2560 x 1664 pixels",M4,16 Go,2000 Go,Apple,MacOS,1.24 kg,CHF 1850.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2025-1360-m4-16-go-2000-go-ch-ordinateur-portable-55772357
Apple,Apple MacBook Air - 2025,Ordinateur portable,"15.30"" 2880 x 1864 pixels",M4,32 Go,512 Go,Apple,MacOS,1.51 kg,CHF 1848.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2025-1530-m4-32-go-512-go-ch-ordinateur-portable-55775938
Apple,Apple MacBook Air – 2025,Ordinateur portable,"15.30"" 2880 x 1864 pixels",M4,24 Go,512 Go,Apple,MacOS,1.51 kg,CHF 1510.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2025-1530-m4-24-go-512-go-ch-ordinateur-portable-55649987
Apple,Apple MacBook Air - 2025,Ordinateur portable,"13.60"" 2560 x 1664 pixels",M4,16 Go,256 Go,Apple,MacOS,1.24 kg,CHF 1149.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2025-1360-m4-16-go-256-go-ch-ordinateur-portable-55775575
Apple,Apple MacBook Air – 2024,Ordinateur portable,"15"" 2880 x 1864 pixels",M3,16 Go,512 Go,Apple,MacOS,1.51 kg,CHF 1129.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2024-15-m3-16-go-512-go-de-ordinateur-portable-43367478
Apple,Apple MacBook Air - 2025,Ordinateur portable,"13.60"" 2560 x 1664 pixels",M4,32 Go,512 Go,Apple,MacOS,1.24 kg,CHF 1649.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2025-1360-m4-32-go-512-go-ch-ordinateur-portable-55772300
Lenovo,Lenovo IdeaPad Flex 5,Ordinateur portable,"16"" 1920 x 1200 pixels",AMD Ryzen 7 5700U,16 Go,1000 Go,AMD Radeon,Windows,2.10 kg,,https://www.digitec.ch/fr/s1/product/lenovo-ideapad-flex-5-16-amd-ryzen-7-5700u-16-go-1000-go-ch-ordinateur-portable-20420720?shid=1775470
Lenovo,Lenovo Thinkpad E16 Gen 2,Ordinateur portable,"16"" 1920 x 1200 pixels",AMD Ryzen 5 7535HS,8 Go,256 Go,AMD Radeon,Windows,1.81 kg,CHF 709.–,https://www.digitec.ch/fr/s1/product/lenovo-thinkpad-e16-gen-2-16-amd-ryzen-5-7535hs-8-go-256-go-de-ordinateur-portable-45128007
Apple,Apple MacBook Air – 2024,Ordinateur portable,"15"" 2880 x 1864 pixels",M3,8 Go,512 Go,Apple,MacOS,1.51 kg,CHF 1029.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2024-15-m3-8-go-512-go-ch-ordinateur-portable-43366911
HP,HP ProBook 465 G11,Ordinateur portable,"16"" 1920 x 1200 pixels",AMD Ryzen 5 7535U,16 Go,256 Go,AMD Radeon,Windows,1.74 kg,CHF 962.–,https://www.digitec.ch/fr/s1/product/hp-probook-465-g11-16-amd-ryzen-5-7535u-16-go-256-go-ch-ordinateur-portable-46443761
Apple,Apple MacBook Air - 2024,Ordinateur portable,"15"" 2880 x 1864 pixels",M3,16 Go,256 Go,Apple,MacOS,1.51 kg,CHF 999.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2024-15-m3-16-go-256-go-ch-ordinateur-portable-52520066
Lenovo,Lenovo IdeaPad Slim 5,Ordinateur portable,"16"" 1920 x 1200 pixels",Intel Core Ultra 5 125H,16 Go,512 Go,Intel Arc Graphics,Windows,1.82 kg,,https://www.digitec.ch/fr/s1/product/lenovo-ideapad-slim-5-16-intel-core-ultra-5-125h-16-go-512-go-ch-ordinateur-portable-43238949?shid=1897897
Lenovo,Lenovo ThinkBook 14 Gen 6,Ordinateur portable,"14"" 1920 x 1200 pixels",AMD Ryzen 5 7530U,16 Go,512 Go,AMD Radeon,Windows,1.38 kg,,https://www.digitec.ch/fr/s1/product/lenovo-thinkbook-14-gen-6-14-amd-ryzen-5-7530u-16-go-512-go-ch-ordinateur-portable-37765046?shid=1871335
Apple,Apple MacBook Air - 2024,Ordinateur portable,"13.60"" 2560 x 1664 pixels",M3,16 Go,256 Go,Apple,MacOS,1.24 kg,CHF 969.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2024-1360-m3-16-go-256-go-de-ordinateur-portable-52518044
Apple,Apple MacBook Air – 2024,Ordinateur portable,"13.60"" 2560 x 1664 pixels",M3,16 Go,256 Go,Apple,MacOS,1.24 kg,CHF 949.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2024-1360-m3-16-go-256-go-ch-ordinateur-portable-43718158
HP,HP Elite Dragonfly,Ordinateur portable,"13.50"" 1920 x 1280 pixels",Intel Core i5-1235U,16 Go,512 Go,Intel Iris Graphics,Windows,0.99 kg,,https://www.digitec.ch/fr/s1/product/hp-elite-dragonfly-clavier-americain-1350-intel-core-i5-1235u-16-go-512-go-sans-disposition-de-clavi-35046176?shid=1531810
ASUS,ASUS VivoBook 17,Ordinateur portable,"17.30"" 1920 x 1080 pixels",Intel Core i3-1315U,8 Go,512 Go,Intel UHD Graphics,Windows,3.10 kg,CHF 533.98,https://www.digitec.ch/fr/s1/product/asus-vivobook-17-1730-intel-core-i3-1315u-8-go-512-go-ch-ordinateur-portable-25016079
Apple,Apple MacBook Air – 2024,Ordinateur portable,"13.60"" 2560 x 1664 pixels",M3,16 Go,256 Go,Apple,MacOS,1.24 kg,CHF 909.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2024-1360-m3-16-go-256-go-de-ordinateur-portable-52518049
